player,category,age,position,market_value,Time Stamp (EST),Set,Tier,Series,Play,date_of_moment,Team,Circulation Count,Owned,Unique Owners,In Packs,Minted,Held by TS,Collector Score,Low Ask,4h,24h,7d,Listings,Top Shot Debut,Rookie Premiere,Rookie Mint,Rookie Year,Edition State,Play ID,Set ID,Top Shot Link,moments_count,CS1,CS2,CS3,cs_per_dollar,market_cap
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Holo Icon,Legendary,2,3 Pointer,2021-01-24 02:00:00,Golden State Warriors,99,95,0,4,0,0,1000,8500,0.0,0.0,-1.16,26,False,False,False,False,VISIBLE,62872dbb-4051-45b5-b51f-2cc16fb7c2c8,708a6f60-5c93-406e-854f-50dd6734c0dd,https://nbatopshot.com/listings/p2p/708a6f60-5c93-406e-854f-50dd6734c0dd+62872dbb-4051-45b5-b51f-2cc16fb7c2c8,18,6,10,2,0.12,841500
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Seeing Stars,Common,2,3 Pointer,2021-01-28 03:00:00,Golden State Warriors,10000,9168,0,832,0,0,20,114,1.79,0.88,6.54,878,False,False,False,False,VISIBLE,e0d5ef06-6b7b-4c70-874e-d478e46ac57b,122b048d-585e-4c63-8275-c23949576fd6,https://nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+e0d5ef06-6b7b-4c70-874e-d478e46ac57b,18,6,10,2,0.18,1140000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,1,Assist,2020-03-06 03:30:00,Golden State Warriors,1000,483,0,517,0,0,25,2650,-17.19,0.0,-2.72,28,True,False,False,False,VISIBLE,f552b506-b41d-4e7c-ac5a-59427f9e96e6,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+f552b506-b41d-4e7c-ac5a-59427f9e96e6,18,6,10,2,0.01,2650000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,1,3 Pointer,2020-03-06 03:30:00,Golden State Warriors,3600,2801,0,392,407,0,25,595,0.85,0.85,-2.46,145,False,False,False,False,VISIBLE,b3eaf03e-a764-4959-9eae-9442f06d1217,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+b3eaf03e-a764-4959-9eae-9442f06d1217,18,6,10,2,0.04,2142000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Metallic Gold LE,Rare,1,Assist,2020-03-06 03:30:00,Golden State Warriors,211,211,0,0,0,0,150,9999,0.0,16.27,7.29,17,True,False,False,False,CHALLENGE_REWARD_RELEASED,f552b506-b41d-4e7c-ac5a-59427f9e96e6,12a8288a-addc-4e5c-8af7-b3ba6e5161d4,https://nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+f552b506-b41d-4e7c-ac5a-59427f9e96e6,18,6,10,2,0.02,2109789
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,From the Top,Legendary,1,Assist,2020-03-06 03:30:00,Golden State Warriors,59,59,0,0,0,0,2000,44999,0.0,0.0,0.0,6,True,False,False,False,VISIBLE,f552b506-b41d-4e7c-ac5a-59427f9e96e6,a494c64e-9e93-418c-8934-f331ee47a39b,https://nbatopshot.com/listings/p2p/a494c64e-9e93-418c-8934-f331ee47a39b+f552b506-b41d-4e7c-ac5a-59427f9e96e6,18,6,10,2,0.04,2654941
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,From the Top,Legendary,1,3 Pointer,2020-03-06 03:30:00,Golden State Warriors,59,59,0,0,0,0,2000,66000,0.0,0.0,0.0,8,False,False,False,False,VISIBLE,b3eaf03e-a764-4959-9eae-9442f06d1217,a494c64e-9e93-418c-8934-f331ee47a39b,https://nbatopshot.com/listings/p2p/a494c64e-9e93-418c-8934-f331ee47a39b+b3eaf03e-a764-4959-9eae-9442f06d1217,18,6,10,2,0.03,3894000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Holo MMXX,Legendary,1,Assist,2020-03-06 03:30:00,Golden State Warriors,50,50,0,0,0,0,2000,62500,0.0,0.0,0.0,6,True,False,False,False,VISIBLE,f552b506-b41d-4e7c-ac5a-59427f9e96e6,814c5183-596f-41d7-9135-c6b29faa9c6d,https://nbatopshot.com/listings/p2p/814c5183-596f-41d7-9135-c6b29faa9c6d+f552b506-b41d-4e7c-ac5a-59427f9e96e6,18,6,10,2,0.03,3125000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,2,Handles,2021-01-21 03:00:00,Golden State Warriors,35000,31726,0,2672,613,0,12,19,0.0,0.0,11.76,2832,False,False,False,False,VISIBLE,9816c38d-0783-44c9-82a3-7bcf32a8717b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+9816c38d-0783-44c9-82a3-7bcf32a8717b,18,6,10,2,0.63,665000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,2,Assist,2021-01-05 03:00:00,Golden State Warriors,15000,14148,0,852,0,0,12,32,0.0,-3.03,0.0,1481,False,False,False,False,VISIBLE,6cb406b3-d3db-4bc4-9e53-f0871288d456,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6cb406b3-d3db-4bc4-9e53-f0871288d456,18,6,10,2,0.38,480000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,2,3 Pointer,2020-12-23 00:00:00,Golden State Warriors,7500,7232,0,268,0,0,12,107,0.94,-0.93,4.9,555,False,False,False,False,VISIBLE,94ecf5e5-cddd-4f28-bcb6-0c35f657e04e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+94ecf5e5-cddd-4f28-bcb6-0c35f657e04e,18,6,10,2,0.11,802500
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Metallic Gold LE,Rare,2,3 Pointer,2021-01-09 03:00:00,Golden State Warriors,499,463,0,36,0,0,80,1650,-2.83,-5.44,10.0,82,False,False,False,False,VISIBLE,4a0f8771-0d08-4cc4-ad30-5f8e0e001e8a,33a4a3a3-a32c-4925-a4e8-7d24e56b105e,https://nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+4a0f8771-0d08-4cc4-ad30-5f8e0e001e8a,18,6,10,2,0.05,823350
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Deck the Hoops,Legendary,2,Handles,2020-12-25 19:30:00,Golden State Warriors,40,40,0,0,0,0,1500,24000,0.0,0.0,0.0,9,False,False,False,False,CHALLENGE_REWARD_RELEASED,c85bd06f-2a50-4eb1-a587-37117c29665f,54bc2e0d-91e9-4f4c-9361-a8d7eeefe91e,https://nbatopshot.com/listings/p2p/54bc2e0d-91e9-4f4c-9361-a8d7eeefe91e+c85bd06f-2a50-4eb1-a587-37117c29665f,18,6,10,2,0.06,960000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,2021 All-Star Game,Rare,2,3 Pointer,2021-03-08 01:00:00,Team LeBron,2021,1895,0,126,0,0,80,775,3.33,3.33,46.23,185,False,False,False,False,VISIBLE,048ac136-6e90-4d89-bf27-bad582df2516,b2605806-0d47-439f-ba72-784897470bb0,https://nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+048ac136-6e90-4d89-bf27-bad582df2516,18,6,10,2,0.1,1566275
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,2,3 Pointer,2021-02-07 01:30:00,Golden State Warriors,40000,35400,0,3040,1575,0,12,19,0.0,0.0,11.76,1842,False,False,False,False,VISIBLE,4d0963de-25c4-4658-8431-8aabbb2ff5fb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4d0963de-25c4-4658-8431-8aabbb2ff5fb,18,6,10,2,0.63,760000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Cool Cats,Common,2,Layup,2021-04-13 02:00:00,Golden State Warriors,17784,14923,0,2861,3,0,20,40,-4.76,-9.09,-2.44,493,False,False,False,False,VISIBLE,3a5ce2df-deae-4173-81db-8a803d24384d,ad8e85a4-2240-4604-95f6-be826966d988,https://nbatopshot.com/listings/p2p/ad8e85a4-2240-4604-95f6-be826966d988+3a5ce2df-deae-4173-81db-8a803d24384d,18,6,10,2,0.5,711360
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Base Set,Common,3,3 Pointer,2021-10-22 02:00:00,Golden State Warriors,60000,28602,0,6800,24924,0,2,7,-12.5,-22.22,40.0,1016,,,,,VISIBLE,f6058ca3-568c-44a6-bed0-5bf45ab54750,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f6058ca3-568c-44a6-bed0-5bf45ab54750,18,6,10,2,0.29,420000
Stephen Curry,ALL-STAR,33,Point Guard,137.4,2021-12-30,Metallic Silver FE,Fandom,3,3 Pointer,2021-12-15 00:30:00,Golden State Warriors,618,578,0,40,0,0,15,3600,0.0,-1.37,13.56,45,,,,,CHALLENGE_REWARD_RELEASED,8765eb26-5461-47e7-b096-4c01d53d55bc,e769f4b4-b469-45be-b777-0f9e24d548e2,https://nbatopshot.com/listings/p2p/e769f4b4-b469-45be-b777-0f9e24d548e2+8765eb26-5461-47e7-b096-4c01d53d55bc,18,6,10,2,0.0,2224800
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Cosmic,Legendary,1,Dunk,2020-03-12 00:00:00,Dallas Mavericks,49,49,0,0,0,0,2000,99946,0.0,0.0,0.0,7,True,False,False,False,VISIBLE,e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,c561f66b-5bd8-451c-8686-156073c3fb69,https://nbatopshot.com/listings/p2p/c561f66b-5bd8-451c-8686-156073c3fb69+e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,17,6,10,1,0.02,4897354
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Seeing Stars,Common,2,Layup,2021-02-13 00:30:00,Dallas Mavericks,10000,9202,0,798,0,0,20,66,0.0,-4.35,-2.94,953,False,False,False,False,VISIBLE,b130007b-7b44-4ffc-ac38-2d164c8375be,122b048d-585e-4c63-8275-c23949576fd6,https://nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+b130007b-7b44-4ffc-ac38-2d164c8375be,17,6,10,1,0.3,660000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,1,Dunk,2020-03-12 00:00:00,Dallas Mavericks,1431,1278,0,153,0,0,25,1950,8.33,8.33,8.39,72,True,False,False,False,VISIBLE,e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,17,6,10,1,0.01,2790450
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,1,3 Pointer,2020-08-23 19:30:00,Dallas Mavericks,3524,2580,0,255,689,0,25,419,2.44,-2.33,-6.68,147,False,False,False,False,VISIBLE,664244ee-02ae-46a9-9198-74de10e550d1,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+664244ee-02ae-46a9-9198-74de10e550d1,17,6,10,1,0.06,1476556
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Metallic Gold LE,Rare,1,Dunk,2020-03-12 00:00:00,Dallas Mavericks,299,267,0,32,0,0,100,6777,0.0,0.0,-5.88,22,True,False,False,False,VISIBLE,e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,12a8288a-addc-4e5c-8af7-b3ba6e5161d4,https://nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,17,6,10,1,0.01,2026323
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,First Round,Rare,1,3 Pointer,2020-08-23 19:30:00,Dallas Mavericks,200,200,0,0,0,0,100,4669,0.0,-6.62,1.5,22,False,False,False,False,VISIBLE,664244ee-02ae-46a9-9198-74de10e550d1,d2378dc1-1168-410b-893d-e084170a402e,https://nbatopshot.com/listings/p2p/d2378dc1-1168-410b-893d-e084170a402e+664244ee-02ae-46a9-9198-74de10e550d1,17,6,10,1,0.02,933800
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Holo MMXX,Legendary,1,Dunk,2020-03-12 00:00:00,Dallas Mavericks,50,50,0,0,0,0,2000,72000,0.0,0.0,0.0,5,True,False,False,False,VISIBLE,e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,814c5183-596f-41d7-9135-c6b29faa9c6d,https://nbatopshot.com/listings/p2p/814c5183-596f-41d7-9135-c6b29faa9c6d+e2c09c0f-e04b-45db-9f5f-7cd0e6c5ed2b,17,6,10,1,0.03,3600000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,2,Assist,2020-12-24 03:30:00,Dallas Mavericks,15000,14183,0,816,0,1,12,20,-9.09,-13.04,0.0,1547,False,False,False,False,VISIBLE,2134cae8-0ee2-4dcd-8037-b228463f84ff,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2134cae8-0ee2-4dcd-8037-b228463f84ff,17,6,10,1,0.6,300000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Deck the Hoops,Legendary,2,Layup,2020-12-26 01:00:00,Dallas Mavericks,85,78,0,7,0,0,1000,6879,0.0,0.0,0.0,13,False,False,False,False,VISIBLE,e245613f-5a62-4662-9017-19dbdcb1a63e,54bc2e0d-91e9-4f4c-9361-a8d7eeefe91e,https://nbatopshot.com/listings/p2p/54bc2e0d-91e9-4f4c-9361-a8d7eeefe91e+e245613f-5a62-4662-9017-19dbdcb1a63e,17,6,10,1,0.15,584715
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Cool Cats,Common,2,Assist,2021-01-05 01:00:00,Dallas Mavericks,3464,3464,0,0,0,0,30,805,0.75,-5.07,-5.29,122,False,False,False,False,CHALLENGE_REWARD_RELEASED,00ce687f-6c1f-4aef-956a-6e9418680b2d,ad8e85a4-2240-4604-95f6-be826966d988,https://nbatopshot.com/listings/p2p/ad8e85a4-2240-4604-95f6-be826966d988+00ce687f-6c1f-4aef-956a-6e9418680b2d,17,6,10,1,0.04,2788520
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,2021 All-Star Game,Rare,2,Dunk,2021-03-08 01:00:00,Team LeBron,2021,1885,0,136,1,0,80,449,0.0,-7.23,44.84,275,False,False,False,False,VISIBLE,02d6f2ad-159e-4ee2-91cc-6a0c12a643c6,b2605806-0d47-439f-ba72-784897470bb0,https://nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+02d6f2ad-159e-4ee2-91cc-6a0c12a643c6,17,6,10,1,0.18,907429
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,2,Assist,2021-01-17 20:00:00,Dallas Mavericks,35000,32832,0,1750,436,0,12,8,-11.11,-11.11,0.0,2323,False,False,False,False,VISIBLE,1ce13ac4-12a5-4d87-91fc-b11b674484a7,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1ce13ac4-12a5-4d87-91fc-b11b674484a7,17,6,10,1,1.5,280000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Metallic Gold LE,Rare,2,3 Pointer,2021-02-15 00:30:00,Dallas Mavericks,329,329,0,0,0,0,120,1380,0.0,-0.72,20.1,45,False,False,False,False,CHALLENGE_REWARD_RELEASED,90a7defb-4895-4026-a7c0-901f878bfd7b,33a4a3a3-a32c-4925-a4e8-7d24e56b105e,https://nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+90a7defb-4895-4026-a7c0-901f878bfd7b,17,6,10,1,0.09,454020
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,2,Assist,2021-01-21 00:00:00,Dallas Mavericks,40000,35386,0,3057,1596,0,12,7,-12.5,-12.5,0.0,1700,False,False,False,False,VISIBLE,51f2143b-a9a7-4bd1-8784-2e5a111c144c,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+51f2143b-a9a7-4bd1-8784-2e5a111c144c,17,6,10,1,1.71,280000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,2021 NBA Playoffs,Common,2,3 Pointer,2021-05-26 02:30:00,Dallas Mavericks,12000,11190,0,810,2,0,20,32,0.0,0.0,3.23,731,False,False,False,False,VISIBLE,fa190670-cf55-4c1e-af43-f60c80dbd649,6783b9d8-44c5-49c7-87e0-be217af963e9,https://nbatopshot.com/listings/p2p/6783b9d8-44c5-49c7-87e0-be217af963e9+fa190670-cf55-4c1e-af43-f60c80dbd649,17,6,10,1,0.62,384000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Holo Icon,Legendary,2,3 Pointer,2021-04-15 01:30:00,Dallas Mavericks,53,53,0,0,0,0,1500,11000,0.0,0.0,-26.66,10,False,False,False,False,CHALLENGE_REWARD_RELEASED,fb962b40-31bf-457a-b26d-7e23dcd7914b,708a6f60-5c93-406e-854f-50dd6734c0dd,https://nbatopshot.com/listings/p2p/708a6f60-5c93-406e-854f-50dd6734c0dd+fb962b40-31bf-457a-b26d-7e23dcd7914b,17,6,10,1,0.14,583000
Luka Doncic,MVP CANDIDATE,22,Shooting Guard,379.7,2021-12-30,Base Set,Common,3,Assist,2021-10-27 00:30:00,Dallas Mavericks,60000,35620,0,5410,20237,0,2,3,0.0,-25.0,0.0,2141,,,,,VISIBLE,d7c46f00-33bf-4828-b46b-f6367b11522b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d7c46f00-33bf-4828-b46b-f6367b11522b,17,6,10,1,0.67,180000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Cosmic,Legendary,1,Dunk,2019-12-12 02:00:00,Memphis Grizzlies,49,49,0,0,0,0,2000,145000,0.0,0.0,45.0,6,True,False,True,True,VISIBLE,e48cf01d-0343-48fd-a4ae-c789633cba11,c561f66b-5bd8-451c-8686-156073c3fb69,https://nbatopshot.com/listings/p2p/c561f66b-5bd8-451c-8686-156073c3fb69+e48cf01d-0343-48fd-a4ae-c789633cba11,18,7,10,1,0.01,7105000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Rising Stars,Rare,2,3 Pointer,2021-02-09 01:00:00,Memphis Grizzlies,2021,1892,0,129,0,0,80,285,0.0,-1.38,34.43,245,False,False,False,False,VISIBLE,7c86e8ac-3598-4510-925e-4a4e557699f9,f493db4a-a775-4d6e-be8a-56fae509a92d,https://nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+7c86e8ac-3598-4510-925e-4a4e557699f9,18,7,10,1,0.28,575985
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,1,Dunk,2019-12-12 02:00:00,Memphis Grizzlies,1000,836,0,164,0,0,25,2475,7.61,30.61,23.75,48,True,False,True,True,VISIBLE,e48cf01d-0343-48fd-a4ae-c789633cba11,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+e48cf01d-0343-48fd-a4ae-c789633cba11,18,7,10,1,0.01,2475000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,1,Steal,2020-01-08 01:00:00,Memphis Grizzlies,3164,2456,0,350,359,0,25,318,-5.07,1.92,6.35,142,False,False,True,True,VISIBLE,ea0002b5-de33-4e3f-9b4b-7ababd3feb0c,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+ea0002b5-de33-4e3f-9b4b-7ababd3feb0c,18,7,10,1,0.08,1006152
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Metallic Gold LE,Rare,1,Dunk,2019-12-12 02:00:00,Memphis Grizzlies,299,299,0,0,0,0,100,4150,-3.76,6.44,6.41,20,True,False,True,True,VISIBLE,e48cf01d-0343-48fd-a4ae-c789633cba11,12a8288a-addc-4e5c-8af7-b3ba6e5161d4,https://nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+e48cf01d-0343-48fd-a4ae-c789633cba11,18,7,10,1,0.02,1240850
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,With the Strip,Rare,1,Steal,2020-01-08 01:00:00,Memphis Grizzlies,150,134,0,0,0,16,150,3800,0.0,18.75,0.0,15,False,False,True,True,CHALLENGE_REWARD_RELEASED,ea0002b5-de33-4e3f-9b4b-7ababd3feb0c,4e166b27-3099-44c3-9de3-cac2b9751692,https://nbatopshot.com/listings/p2p/4e166b27-3099-44c3-9de3-cac2b9751692+ea0002b5-de33-4e3f-9b4b-7ababd3feb0c,18,7,10,1,0.04,570000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Rookie Debut,Rare,1,Dunk,2019-12-12 02:00:00,Memphis Grizzlies,250,250,0,0,0,0,100,4750,6.74,6.74,6.74,25,True,False,True,True,VISIBLE,e48cf01d-0343-48fd-a4ae-c789633cba11,18b2d80e-d38d-4678-9b7f-c2bfb223259e,https://nbatopshot.com/listings/p2p/18b2d80e-d38d-4678-9b7f-c2bfb223259e+e48cf01d-0343-48fd-a4ae-c789633cba11,18,7,10,1,0.02,1187500
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Holo MMXX,Legendary,1,Dunk,2019-12-12 02:00:00,Memphis Grizzlies,25,24,0,0,0,1,3000,475000,0.0,0.0,0.0,3,True,False,True,True,CHALLENGE_REWARD_RELEASED,e48cf01d-0343-48fd-a4ae-c789633cba11,814c5183-596f-41d7-9135-c6b29faa9c6d,https://nbatopshot.com/listings/p2p/814c5183-596f-41d7-9135-c6b29faa9c6d+e48cf01d-0343-48fd-a4ae-c789633cba11,18,7,10,1,0.01,11875000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,2,Dunk,2021-01-17 01:00:00,Memphis Grizzlies,15000,14172,0,828,1,0,12,20,-4.76,5.26,5.26,1343,False,False,False,False,VISIBLE,dc419008-bb89-4522-94a0-fe0f816ef701,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+dc419008-bb89-4522-94a0-fe0f816ef701,18,7,10,1,0.6,300000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,2,Handles,2020-12-26 22:00:00,Memphis Grizzlies,7500,7241,0,259,0,0,12,37,2.78,0.0,12.12,517,False,False,False,False,VISIBLE,67c348a8-a5b3-4bf5-8e4e-a9e78cefe6c8,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+67c348a8-a5b3-4bf5-8e4e-a9e78cefe6c8,18,7,10,1,0.32,277500
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Metallic Gold LE,Rare,2,Dunk,2020-12-24 01:00:00,Memphis Grizzlies,499,466,0,33,0,0,80,795,0.0,0.0,7.58,65,False,False,False,False,VISIBLE,14a39dc5-0d01-4acc-9a09-c12e7a001ed5,33a4a3a3-a32c-4925-a4e8-7d24e56b105e,https://nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+14a39dc5-0d01-4acc-9a09-c12e7a001ed5,18,7,10,1,0.1,396705
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,2,Layup,2021-01-31 01:30:00,Memphis Grizzlies,35000,32766,0,1800,483,0,12,8,-20.0,0.0,33.33,1824,False,False,False,False,VISIBLE,822f0c4f-1801-4c25-a5ee-b81bf1910e51,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+822f0c4f-1801-4c25-a5ee-b81bf1910e51,18,7,10,1,1.5,280000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Holo Icon,Legendary,2,Dunk,2021-02-17 01:00:00,Memphis Grizzlies,99,88,0,11,0,0,1000,3499,0.0,0.0,0.0,14,False,False,False,False,VISIBLE,fc284053-b6ec-4c74-927c-7ba2a419f830,708a6f60-5c93-406e-854f-50dd6734c0dd,https://nbatopshot.com/listings/p2p/708a6f60-5c93-406e-854f-50dd6734c0dd+fc284053-b6ec-4c74-927c-7ba2a419f830,18,7,10,1,0.29,346401
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Throwdowns,Rare,2,Dunk,2021-04-13 01:00:00,Memphis Grizzlies,1800,1688,0,112,0,0,80,285,0.0,-5.0,33.8,115,False,False,False,False,VISIBLE,636300a8-d470-4dcd-b2f2-3ef623965c74,757f23fd-f7ae-465c-a006-f09dcfd5dbd5,https://nbatopshot.com/listings/p2p/757f23fd-f7ae-465c-a006-f09dcfd5dbd5+636300a8-d470-4dcd-b2f2-3ef623965c74,18,7,10,1,0.28,513000
Ja Morant,UP-AND-COMER,22,Point Guard,89.1,2021-12-30,Base Set,Common,2,Block,2021-04-20 01:00:00,Memphis Grizzlies,40000,33578,0,4047,2491,0,12,7,-30.0,0.0,40.0,1043,False,False,False,False,VISIBLE,ed35c7bc-de88-490a-84fa-90461711d8d2,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ed35c7bc-de88-490a-84fa-90461711d8d2,18,7,10,1,1.71,280000
